3101,上海市,310117,松江区,2,2,普通本科,308,上海工程技术大学,公办,31,上海,理工类,
1301,石家庄市,0,,2,2,普通本科,55,河北科技大学,公办,13,河北,理工类,
3403,蚌埠市,0,,2,2,普通本科,335,安徽财经大学,公办,34,安徽,财经类,
4301,长沙市,430103,天心区,2,2,普通本科,401,中南林业科技大学,公办,43,湖南,农林类,
4503,桂林市,0,,2,2,普通本科,532,桂林电子科技大学,公办,45,广西,理工类,
2301,哈尔滨市,230103,南岗区,2,2,普通本科,426,哈尔滨理工大学,公办,23,黑龙江,理工类,
5101,成都市,510112,龙泉驿区,2,2,普通本科,2491,成都大学,公办,51,四川,综合类,
6201,兰州市,620105,安宁区,2,2,普通本科,492,甘肃农业大学,公办,62,甘肃,农林类,
4419,东莞市,441901,全市,2,2,普通本科,291,东莞理工学院,公办,44,广东,理工类,
3706,烟台市,370602,芝罘区,2,2,普通本科,555,鲁东大学,公办,37,山东,综合类,
3301,杭州市,330106,西湖区,2,2,普通本科,246,浙江科技大学,公办,33,浙江,理工类,
5001,重庆市,500113,巴南区,2,2,普通本科,187,重庆理工大学,公办,50,重庆,理工类,
1501,呼和浩特市,0,,2,2,普通本科,519,内蒙古师范大学,公办,15,内蒙古,师范类,
2101,沈阳市,0,,2,2,普通本科,215,沈阳化工大学,公办,21,辽宁,理工类,
3715,聊城市,371502,东昌府区,2,2,普通本科,494,聊城大学,公办,37,山东,综合类,
5105,泸州市,510502,江阳区,2,2,普通本科,274,西南医科大学,公办,51,四川,医药类,
3701,济南市,0,,2,2,普通本科,528,山东建筑大学,公办,37,山东,理工类,
6401,银川市,640104,兴庆区,2,2,普通本科,546,宁夏医科大学,公办,64,宁夏,医药类,
3601,南昌市,360102,东湖区,2,2,普通本科,176,东华理工大学,公办,36,江西,理工类,
3701,济南市,0,,2,2,普通本科,1142,山东中医药大学,公办,37,山东,医药类,
2301,哈尔滨市,0,,2,2,普通本科,1062,哈尔滨师范大学,公办,23,黑龙江,师范类,
4201,武汉市,0,,2,2,普通本科,436,武汉轻工大学,公办,42,湖北,理工类,
3607,赣州市,360702,章贡区,2,2,普通本科,189,赣南师范大学,公办,36,江西,师范类,
1101,北京市,110105,朝阳区,2,2,普通本科,2614,北京第二外国语学院,公办,11,北京,语言类,
2201,长春市,0,,2,2,普通本科,381,长春工业大学,公办,22,吉林,理工类,
6101,西安市,0,,2,2,普通本科,376,西北政法大学,公办,61,陕西,政法类,
2107,锦州市,0,,2,2,普通本科,214,渤海大学,公办,21,辽宁,综合类,
4101,郑州市,0,,2,2,普通本科,464,华北水利水电大学,公办,41,河南,理工类,
3101,上海市,310120,奉贤区,2,2,普通本科,315,上海应用技术大学,公办,31,上海,理工类,
6101,西安市,610113,雁塔区,2,2,普通本科,354,西安石油大学,公办,61,陕西,理工类,
3303,温州市,330303,龙湾区,2,2,普通本科,3188,温州肯恩大学,中外合作办学,33,浙江,综合类,
1401,太原市,140105,小店区,2,2,普通本科,272,山西师范大学,公办,14,山西,师范类,
4101,郑州市,410105,金水区,2,2,普通本科,458,郑州轻工业大学,公办,41,河南,理工类,
2202,吉林市,220204,船营区,2,2,普通本科,393,东北电力大学,公办,22,吉林,理工类,
3706,烟台市,370613,莱山区,2,2,普通本科,64,滨州医学院,公办,37,山东,医药类,
5201,贵阳市,520103,云岩区,2,2,普通本科,514,贵州师范大学,公办,52,贵州,师范类,
2102,大连市,210213,金州区,2,2,普通本科,218,大连大学,公办,21,辽宁,综合类,
2104,抚顺市,210404,望花区,2,2,普通本科,223,辽宁石油化工大学,公办,21,辽宁,理工类,
5113,南充市,0,,2,2,普通本科,266,西华师范大学,公办,51,四川,师范类,
6501,乌鲁木齐市,0,,2,2,普通本科,234,新疆医科大学,公办,65,新疆,医药类,
1101,北京市,110114,昌平区,2,2,普通本科,578,北京农学院,公办,11,北京,农林类,
3201,南京市,0,,2,2,普通本科,146,南京工程学院,公办,32,江苏,理工类,
3402,芜湖市,0,,2,2,普通本科,316,安徽工程大学,公办,34,安徽,理工类,
3301,杭州市,330105,拱墅区,2,2,普通本科,2379,浙大城市学院,公办,33,浙江,综合类,
2101,沈阳市,210105,皇姑区,2,2,普通本科,221,沈阳师范大学,公办,21,辽宁,师范类,
4301,长沙市,430104,岳麓区,2,2,普通本科,402,湖南中医药大学,公办,43,湖南,医药类,
2102,大连市,210204,沙河口区,2,2,普通本科,220,大连交通大学,公办,21,辽宁,理工类,
5101,成都市,510112,龙泉驿区,2,2,普通本科,270,成都信息工程大学,公办,51,四川,理工类,
4101,郑州市,410105,金水区,2,2,普通本科,873,河南中医药大学,公办,41,河南,医药类,
3101,上海市,310115,浦东新区,2,2,普通本科,655,上海海关学院,公办,31,上海,财经类,
4107,新乡市,410702,红旗区,2,2,普通本科,482,新乡医学院,公办,41,河南,医药类,
6101,西安市,610102,新城区,2,2,普通本科,358,西安工程大学,公办,61,陕西,理工类,
4503,桂林市,0,,2,2,普通本科,533,桂林理工大学,公办,45,广西,理工类,
4201,武汉市,420105,汉阳区,2,2,普通本科,430,江汉大学,公办,42,湖北,综合类,
3101,上海市,310118,青浦区,2,2,普通本科,1011,上海政法学院,公办,31,上海,政法类,
2101,沈阳市,210112,浑南区,2,2,普通本科,217,沈阳理工大学,公办,21,辽宁,理工类,
3401,合肥市,0,,2,2,普通本科,322,安徽建筑大学,公办,34,安徽,理工类,
4302,株洲市,430211,天元区,2,2,普通本科,398,湖南工业大学,公办,43,湖南,综合类,
3306,绍兴市,0,,2,2,普通本科,255,绍兴文理学院,公办,33,浙江,综合类,
3502,厦门市,0,,2,2,普通本科,1061,厦门理工学院,公办,35,福建,理工类,
2109,阜新市,210911,细河区,2,2,普通本科,786,辽宁工程技术大学,公办,21,辽宁,理工类,
3302,宁波市,330212,鄞州区,2,2,普通本科,2380,浙大宁波理工学院,公办,33,浙江,理工类,
1101,北京市,110115,大兴区,2,2,普通本科,590,北京印刷学院,公办,11,北京,理工类,
1501,呼和浩特市,150102,新城区,2,2,普通本科,508,内蒙古工业大学,公办,15,内蒙古,理工类,
5301,昆明市,0,,2,2,普通本科,347,昆明医科大学,公办,53,云南,医药类,
1101,北京市,110115,大兴区,2,2,普通本科,580,北京石油化工学院,公办,11,北京,综合类,
1302,唐山市,0,,2,2,普通本科,597,华北理工大学,公办,13,河北,综合类,
3205,苏州市,320508,姑苏区,2,2,普通本科,1182,常熟理工学院,公办,32,江苏,理工类,
6106,延安市,610602,宝塔区,2,2,普通本科,336,延安大学,公办,61,陕西,综合类,
1201,天津市,120110,东丽区,2,2,普通本科,88,中国民航大学,公办,12,天津,理工类,
2306,大庆市,0,,2,2,普通本科,427,黑龙江八一农垦大学,公办,23,黑龙江,农林类,
4101,郑州市,410102,中原区,2,2,普通本科,481,中原工学院,公办,41,河南,理工类,
2103,鞍山市,210304,立山区,2,2,普通本科,222,辽宁科技大学,公办,21,辽宁,理工类,
5101,成都市,510107,武侯区,2,2,普通本科,231,西南民族大学,公办,51,四川,民族类,
2101,沈阳市,210104,大东区,2,2,普通本科,224,沈阳大学,公办,21,辽宁,综合类,
3401,合肥市,340181,巢湖市,2,2,普通本科,338,合肥大学,公办,34,安徽,综合类,
2101,沈阳市,210105,皇姑区,2,2,普通本科,205,辽宁中医药大学,公办,21,辽宁,医药类,
2202,吉林市,220211,丰满区,2,2,普通本科,374,北华大学,公办,22,吉林,综合类,
6501,乌鲁木齐市,0,,2,2,普通本科,233,新疆农业大学,公办,65,新疆,农林类,
1101,北京市,110105,朝阳区,2,2,普通本科,575,北京联合大学,公办,11,北京,综合类,
1401,太原市,0,,2,2,普通本科,275,山西财经大学,公办,14,山西,财经类,
3501,福州市,0,,2,2,普通本科,477,闽江学院,公办,35,福建,综合类,
5203,遵义市,520302,红花岗区,2,2,普通本科,518,遵义医科大学,公办,52,贵州,医药类,
2107,锦州市,210702,古塔区,2,2,普通本科,213,辽宁工业大学,公办,21,辽宁,理工类,
4203,十堰市,0,,2,2,普通本科,438,湖北医药学院,公办,42,湖北,医药类,
3302,宁波市,330213,奉化区,2,2,普通本科,1189,宁波工程学院,公办,33,浙江,理工类,
1304,邯郸市,0,,2,2,普通本科,602,河北工程大学,公办,13,河北,理工类,
5301,昆明市,530103,盘龙区,2,2,普通本科,343,云南农业大学,公办,53,云南,农林类,
3209,盐城市,0,,2,2,普通本科,154,盐城工学院,公办,32,江苏,理工类,
1401,太原市,140109,万柏林区,2,2,普通本科,278,太原科技大学,公办,14,山西,理工类,
4331,湘西土家族苗族自治州,0,,2,2,普通本科,386,吉首大学,公办,43,湖南,综合类,
5001,重庆市,500106,沙坪坝区,2,2,普通本科,1009,重庆科技大学,公办,50,重庆,理工类,
4408,湛江市,440811,麻章区,2,2,普通本科,288,广东海洋大学,公办,44,广东,综合类,
2102,大连市,0,,2,2,普通本科,210,大连海洋大学,公办,21,辽宁,农林类,
1501,呼和浩特市,0,,2,2,普通本科,525,内蒙古医科大学,公办,15,内蒙古,医药类,
3208,淮安市,320812,清江浦区,2,2,普通本科,152,淮阴工学院,公办,32,江苏,理工类,
1502,包头市,150203,昆都仑区,2,2,普通本科,505,内蒙古科技大学,公办,15,内蒙古,综合类,
3707,潍坊市,370781,青州市,2,2,普通本科,553,山东第二医科大学,公办,37,山东,医药类,
3310,台州市,331002,椒江区,2,2,普通本科,254,台州学院,公办,33,浙江,综合类,
5001,重庆市,500108,南岸区,2,2,普通本科,1073,重庆工商大学,公办,50,重庆,财经类,
2301,哈尔滨市,230110,香坊区,2,2,普通本科,441,黑龙江中医药大学,公办,23,黑龙江,医药类,
6590,自治区直辖县级行政区划,659002,阿拉尔市,2,2,普通本科,1091,塔里木大学,公办,65,新疆,综合类,
4115,信阳市,411502,浉河区,2,2,普通本科,876,信阳师范大学,公办,41,河南,师范类,
5101,成都市,510106,金牛区,2,2,普通本科,245,西华大学,公办,51,四川,综合类,
4306,岳阳市,430603,云溪区,2,2,普通本科,396,湖南理工学院,公办,43,湖南,理工类,
5329,大理白族自治州,532901,大理市,2,2,普通本科,362,大理大学,公办,53,云南,综合类,
3602,景德镇市,0,,2,2,普通本科,183,景德镇陶瓷大学,公办,36,江西,艺术类,
6501,乌鲁木齐市,0,,2,2,普通本科,235,新疆师范大学,公办,65,新疆,师范类,
5201,贵阳市,520103,云岩区,2,2,普通本科,515,贵州医科大学,公办,52,贵州,医药类,
2201,长春市,0,,2,2,普通本科,412,吉林财经大学,公办,22,吉林,财经类,
5001,重庆市,500106,沙坪坝区,2,2,普通本科,193,四川外国语大学,公办,50,重庆,语言类,
2203,四平市,220302,铁西区,2,2,普通本科,390,吉林师范大学,公办,22,吉林,师范类,
4408,湛江市,440803,霞山区,2,2,普通本科,294,广东医科大学,公办,44,广东,医药类,
1301,石家庄市,0,,2,2,普通本科,56,河北经贸大学,公办,13,河北,财经类,
2201,长春市,0,,2,2,普通本科,387,长春师范大学,公办,22,吉林,师范类,
2102,大连市,0,,2,2,普通本科,216,大连外国语大学,公办,21,辽宁,语言类,
5301,昆明市,530103,盘龙区,2,2,普通本科,346,西南林业大学,公办,53,云南,农林类,
5001,重庆市,500102,涪陵区,2,2,普通本科,191,长江师范学院,公办,50,重庆,师范类,
3209,盐城市,0,,2,2,普通本科,153,盐城师范学院,公办,32,江苏,师范类,
3204,常州市,0,,2,2,普通本科,150,江苏理工学院,公办,32,江苏,理工类,
3506,漳州市,0,,2,2,普通本科,476,闽南师范大学,公办,35,福建,师范类,
4401,广州市,440105,海珠区,2,2,普通本科,302,广东财经大学,公办,44,广东,财经类,
3208,淮安市,320812,清江浦区,2,2,普通本科,1064,淮阴师范学院,公办,32,江苏,师范类,
3501,福州市,350121,闽侯县,2,2,普通本科,474,福建理工大学,公办,35,福建,理工类,
3601,南昌市,360102,东湖区,2,2,普通本科,185,江西中医药大学,公办,36,江西,医药类,
1301,石家庄市,0,,2,2,普通本科,606,河北地质大学,公办,13,河北,理工类,
3406,淮北市,0,,2,2,普通本科,328,淮北师范大学,公办,34,安徽,综合类,
4601,海口市,460106,龙华区,2,2,普通本科,512,海南医科大学,公办,46,海南,医药类,
4501,南宁市,450107,西乡塘区,2,2,普通本科,541,南宁师范大学,公办,45,广西,师范类,
5201,贵阳市,0,,2,2,普通本科,1570,贵州师范学院,公办,52,贵州,师范类,
4101,郑州市,410105,金水区,2,2,普通本科,490,河南财经政法大学,公办,41,河南,财经类,
6101,西安市,0,,2,2,普通本科,373,西安外国语大学,公办,61,陕西,语言类,
3204,常州市,0,,2,2,普通本科,148,常州工学院,公办,32,江苏,理工类,
1101,北京市,110112,通州区,2,2,普通本科,586,北京物资学院,公办,11,北京,财经类,
2107,锦州市,0,,2,2,普通本科,207,锦州医科大学,公办,21,辽宁,医药类,
3101,上海市,310115,浦东新区,2,2,普通本科,312,上海第二工业大学,公办,31,上海,理工类,
2201,长春市,0,,2,2,普通本科,404,长春中医药大学,公办,22,吉林,医药类,
1201,天津市,120111,西青区,2,2,普通本科,91,天津城建大学,公办,12,天津,综合类,
4401,广州市,440106,天河区,2,2,普通本科,964,广东技术师范大学,公办,44,广东,师范类,
3101,上海市,310115,浦东新区,2,2,普通本科,1092,上海电机学院,公办,31,上海,理工类,
3203,徐州市,0,,2,2,普通本科,1049,徐州工程学院,公办,32,江苏,综合类,
4202,黄石市,0,,2,2,普通本科,439,湖北师范大学,公办,42,湖北,师范类,
3207,连云港市,320706,海州区,2,2,普通本科,3483,江苏海洋大学,公办,32,江苏,理工类,
4501,南宁市,0,,2,2,普通本科,1034,广西中医药大学,公办,45,广西,医药类,
1101,北京市,110108,海淀区,2,2,普通本科,587,首都体育学院,公办,11,北京,体育类,
2201,长春市,0,,2,2,普通本科,395,吉林建筑大学,公办,22,吉林,理工类,
4201,武汉市,420111,洪山区,2,2,普通本科,437,湖北中医药大学,公办,42,湖北,医药类,
3408,安庆市,340802,迎江区,2,2,普通本科,1024,安庆师范大学,公办,34,安徽,师范类,
4301,长沙市,0,,2,2,普通本科,1029,长沙学院,公办,43,湖南,综合类,
3601,南昌市,360111,青山湖区,2,2,普通本科,867,南昌工程学院,公办,36,江西,理工类,
3701,济南市,0,,2,2,普通本科,534,山东交通学院,公办,37,山东,理工类,
4407,江门市,440703,蓬江区,2,2,普通本科,285,五邑大学,公办,44,广东,综合类,
4107,新乡市,410702,红旗区,2,2,普通本科,883,河南科技学院,公办,41,河南,综合类,
3601,南昌市,0,,2,2,普通本科,190,江西科技师范大学,公办,36,江西,师范类,
4503,桂林市,0,,2,2,普通本科,538,桂林医学院,公办,45,广西,医药类,
3608,吉安市,360803,青原区,2,2,普通本科,197,井冈山大学,公办,36,江西,综合类,
5001,重庆市,500118,永川区,2,2,普通本科,1038,重庆文理学院,公办,50,重庆,综合类,
3302,宁波市,0,,2,2,普通本科,260,浙江万里学院,公办,33,浙江,理工类,
4301,长沙市,0,,2,2,普通本科,2463,湖南第一师范学院,公办,43,湖南,师范类,
6107,汉中市,610702,汉台区,2,2,普通本科,371,陕西理工大学,公办,61,陕西,理工类,
4103,洛阳市,410311,洛龙区,2,2,普通本科,484,洛阳师范学院,公办,41,河南,综合类,
1201,天津市,120103,河西区,2,2,普通本科,90,天津职业技术师范大学,公办,12,天津,师范类,
