0,文学学士,0,0,本科,文学,新闻传播学类,国际新闻与传播,四年
0,文学学士,管理学学士,0,0,本科,文学,新闻传播学类,会展,四年
30,历史学学士,9700,70,本科,历史学,历史学类,历史学,四年
30,历史学学士,12200,70,本科,历史学,历史学类,世界史,四年
40,历史学学士,10900,60,本科,历史学,历史学类,考古学,四年
33,历史学学士,10800,67,本科,历史学,历史学类,文物与博物馆学,四年
33,历史学学士,9600,67,本科,历史学,历史学类,文物保护技术,四年
44,文学学士,历史学学士,10800,56,本科,历史学,历史学类,外国语言与外国历史,四年
0,历史学学士,0,0,本科,历史学,历史学类,文化遗产,四年
0,历史学学士,0,0,本科,历史学,历史学类,古文字学,四年
0,历史学学士,0,0,本科,历史学,历史学类,科学史,四年
37,理学学士,11900,63,本科,理学,数学类,数学与应用数学,四年
61,理学学士,13400,39,本科,理学,数学类,信息与计算科学,四年
78,理学学士,13800,22,本科,理学,数学类,数理基础科学,四年
0,理学学士,0,0,本科,理学,数学类,数据计算及应用,四年
56,理学学士,11600,44,本科,理学,物理学类,物理学,四年
77,理学学士,12200,23,本科,理学,物理学类,应用物理学,四年
88,理学学士,11900,12,本科,理学,物理学类,核物理,四年
77,理学学士,16000,23,本科,理学,物理学类,声学,四年
0,理学学士,0,0,本科,理学,物理学类,系统科学与工程,四年
0,理学学士,0,0,本科,理学,物理学类,量子信息科学,四年
34,理学学士,11200,66,本科,理学,化学类,化学,四年
56,理学学士,工学学士,10100,44,本科,理学,化学类,应用化学,四年
47,理学学士,10900,53,本科,理学,化学类,化学生物学,四年
56,理学学士,11300,44,本科,理学,化学类,分子科学与工程,四年
0,理学学士,0,0,本科,理学,化学类,能源化学,四年
0,理学学士,0,0,本科,理学,化学类,化学测量学与技术,四年
0,理学学士,0,0,本科,理学,化学类,资源化学,四年
80,理学学士,15400,20,本科,理学,天文学类,天文学,四年
31,理学学士,10500,69,本科,理学,地理科学类,地理科学,四年
47,理学学士,管理学学士,11800,53,本科,理学,地理科学类,自然地理与资源环境,四年
45,理学学士,管理学学士,11900,55,本科,理学,地理科学类,人文地理与城乡规划,四年
53,理学学士,12500,47,本科,理学,地理科学类,地理信息科学,四年
48,理学学士,13100,52,本科,理学,大气科学类,大气科学,四年
50,理学学士,13500,50,本科,理学,大气科学类,应用气象学,四年
0,理学学士,工学学士,0,0,本科,理学,大气科学类,气象技术与工程,四年
0,理学学士,0,0,本科,理学,大气科学类,地球系统科学,四年
55,理学学士,9700,45,本科,理学,海洋科学类,海洋科学,四年
64,理学学士,工学学士,11600,36,本科,理学,海洋科学类,海洋技术,四年
55,理学学士,11000,45,本科,理学,海洋科学类,海洋资源与环境,四年
0,理学学士,10500,0,本科,理学,海洋科学类,军事海洋学,四年
77,理学学士,14200,23,本科,理学,地球物理学类,地球物理学,四年
78,理学学士,工学学士,12600,22,本科,理学,地球物理学类,空间科学与技术,四年
0,工学学士,0,0,本科,理学,地球物理学类,防灾减灾科学与工程,四年
0,理学学士,0,0,本科,理学,地球物理学类,行星科学,四年
74,理学学士,13900,26,本科,理学,地质学类,地质学,四年
72,理学学士,13700,28,本科,理学,地质学类,地球化学,四年
66,理学学士,工学学士,14000,34,本科,理学,地质学类,地球信息科学与技术,四年
31,理学学士,13200,69,本科,理学,地质学类,古生物学,四年
29,理学学士,10900,71,本科,理学,生物科学类,生物科学,四年
47,理学学士,工学学士,10100,53,本科,理学,生物科学类,生物技术,四年
53,理学学士,工学学士,12700,47,本科,理学,生物科学类,生物信息学,四年
43,理学学士,9900,57,本科,理学,生物科学类,生态学,四年
0,理学学士,0,0,本科,理学,生物科学类,整合科学,四年
0,理学学士,0,0,本科,理学,生物科学类,神经科学,四年
22,教育学学士,理学学士,11800,78,本科,理学,心理学类,心理学,四年
28,教育学学士,理学学士,10800,72,本科,理学,心理学类,应用心理学,四年
33,理学学士,11800,67,本科,理学,统计学类,统计学,四年
36,理学学士,13300,64,本科,理学,统计学类,应用统计学,四年
0,理学学士,0,0,本科,理学,统计学类,数据科学,四年
0,理学学士,0,0,本科,理学,统计学类,生物统计学,四年
84,理学学士,工学学士,14600,16,本科,工学,力学类,理论与应用力学,四年
88,工学学士,12600,12,本科,工学,力学类,工程力学,四年
91,工学学士,13300,9,本科,工学,机械类,机械工程,四年
92,工学学士,11200,8,本科,工学,机械类,机械设计制造及其自动化,四年
84,工学学士,11600,16,本科,工学,机械类,材料成型及控制工程,四年
90,工学学士,12600,10,本科,工学,机械类,机械电子工程,四年
54,工学学士,12900,46,本科,工学,机械类,工业设计,四年
86,工学学士,12000,14,本科,工学,机械类,过程装备与控制工程,四年
90,工学学士,13000,10,本科,工学,机械类,车辆工程,四年
78,工学学士,11700,22,本科,工学,机械类,汽车服务工程,四年
67,工学学士,9300,33,本科,工学,机械类,机械工艺技术,四年
82,工学学士,11800,18,本科,工学,机械类,微机电系统工程,四年
66,工学学士,9300,34,本科,工学,机械类,机电技术教育,四年
74,工学学士,9500,26,本科,工学,机械类,汽车维修工程教育,四年
0,工学学士,0,0,本科,工学,机械类,智能制造工程,四年
