321,321,517,124300
322,322,543,123783
323,323,525,123240
324,324,501,122715
325,325,606,122214
326,326,509,121608
327,327,504,121099
328,328,524,120595
329,329,550,120071
330,330,544,119521
331,331,561,118977
332,332,556,118416
333,333,603,117860
334,334,583,117257
335,335,576,116674
336,336,538,116098
337,337,577,115560
338,338,593,114983
339,339,579,114390
340,340,592,113811
341,341,608,113219
342,342,598,112611
343,343,636,112013
344,344,615,111377
345,345,576,110762
346,346,669,110186
347,347,613,109517
348,348,628,108904
349,349,600,108276
350,350,645,107676
351,351,629,107031
352,352,605,106402
353,353,644,105797
354,354,656,105153
355,355,662,104497
356,356,647,103835
357,357,671,103188
358,358,651,102517
359,359,626,101866
360,360,620,101240
361,361,653,100620
362,362,607,99967
363,363,648,99360
364,364,647,98712
365,365,644,98065
366,366,646,97421
367,367,630,96775
368,368,667,96145
369,369,674,95478
370,370,616,94804
371,371,610,94188
372,372,666,93578
373,373,719,92912
374,374,671,92193
375,375,677,91522
376,376,634,90845
377,377,676,90211
378,378,650,89535
379,379,634,88885
380,380,683,88251
381,381,631,87568
382,382,676,86937
383,383,660,86261
384,384,648,85601
385,385,651,84953
386,386,680,84302
387,387,616,83622
388,388,647,83006
389,389,647,82359
390,390,672,81712
391,391,658,81040
392,392,627,80382
393,393,656,79755
394,394,667,79099
395,395,706,78432
396,396,688,77726
397,397,654,77038
398,398,633,76384
399,399,668,75751
400,400,655,75083
401,401,590,74428
402,402,667,73838
403,403,624,73171
404,404,651,72547
405,405,658,71896
406,406,648,71238
407,407,632,70590
408,408,646,69958
409,409,617,69312
410,410,618,68695
411,411,635,68077
412,412,623,67442
413,413,688,66819
414,414,625,66131
415,415,619,65506
416,416,622,64887
417,417,624,64265
418,418,631,63641
419,419,670,63010
420,420,593,62340
421,421,605,61747
422,422,647,61142
423,423,604,60495
424,424,639,59891
425,425,615,59252
426,426,627,58637
427,427,629,58010
428,428,569,57381
429,429,616,56812
430,430,624,56196
431,431,627,55572
432,432,615,54945
433,433,603,54330
434,434,654,53727
435,435,616,53073
436,436,595,52457
437,437,594,51862
438,438,584,51268
439,439,620,50684
440,440,592,50064
441,441,592,49472
442,442,600,48880
443,443,592,48280
444,444,598,47688
445,445,590,47090
446,446,554,46500
447,447,597,45946
448,448,594,45349
449,449,556,44755
450,450,574,44199
451,451,546,43625
452,452,566,43079
453,453,581,42513
454,454,556,41932
455,455,545,41376
456,456,580,40831
457,457,559,40251
458,458,527,39692
459,459,525,39165
460,460,554,38640
461,461,580,38086
462,462,554,37506
463,463,534,36952
464,464,523,36418
465,465,543,35895
466,466,539,35352
467,467,523,34813
468,468,549,34290
469,469,520,33741
470,470,502,33221
471,471,494,32719
472,472,499,32225
473,473,511,31726
474,474,457,31215
475,475,471,30758
476,476,440,30287
477,477,482,29847
478,478,462,29365
479,479,448,28903
480,480,458,28455
481,481,463,27997
482,482,438,27534
483,483,477,27096
484,484,461,26619
485,485,390,26158
486,486,398,25768
487,487,430,25370
488,488,407,24940
489,489,421,24533
490,490,396,24112
491,491,370,23716
492,492,402,23346
493,493,386,22944
494,494,399,22558
495,495,379,22159
496,496,361,21780
497,497,383,21419
498,498,355,21036
499,499,362,20681
500,500,339,20319
501,501,382,19980
502,502,365,19598
503,503,332,19233
504,504,335,18901
505,505,301,18566
506,506,328,18265
507,507,310,17937
508,508,345,17627
509,509,328,17282
510,510,283,16954
511,511,329,16671
512,512,279,16342
513,513,282,16063
514,514,256,15781
515,515,269,15525
516,516,327,15256
517,517,299,14929
518,518,290,14630
519,519,275,14340
520,520,275,14065
521,521,260,13790
522,522,272,13530
523,523,247,13258
524,524,261,13011
525,525,250,12750
526,526,253,12500
527,527,272,12247
528,528,246,11975
529,529,247,11729
530,530,242,11482
531,531,234,11240
532,532,216,11006
533,533,216,10790
534,534,222,10574
535,535,231,10352
536,536,223,10121
537,537,195,9898
538,538,207,9703
539,539,194,9496
540,540,167,9302
541,541,180,9135
542,542,177,8955
543,543,183,8778
544,544,173,8595
545,545,174,8422
546,546,168,8248
547,547,161,8080
548,548,185,7919
549,549,176,7734
550,550,182,7558
551,551,170,7376
552,552,152,7206
553,553,167,7054
554,554,164,6887
555,555,147,6723
556,556,138,6576
557,557,169,6438
558,558,151,6269
559,559,138,6118
560,560,136,5980
561,561,163,5844
562,562,140,5681
563,563,151,5541
564,564,140,5390
565,565,125,5250
566,566,115,5125
567,567,109,5010
568,568,114,4901
569,569,144,4787
570,570,122,4643
571,571,119,4521
572,572,111,4402
573,573,105,4291
574,574,112,4186
575,575,125,4074
576,576,116,3949
577,577,105,3833
578,578,107,3728
579,579,96,3621
580,580,89,3525
581,581,95,3436
582,582,108,3341
583,583,92,3233
584,584,99,3141
585,585,101,3042
586,586,97,2941
587,587,91,2844
588,588,95,2753
589,589,83,2658
590,590,94,2575
591,591,80,2481
592,592,81,2401
593,593,78,2320
594,594,82,2242
595,595,85,2160
596,596,72,2075
597,597,70,2003
598,598,89,1933
599,599,75,1844
600,600,53,1769
601,601,65,1716
602,602,61,1651
603,603,73,1590
604,604,66,1517
605,605,62,1451
606,606,51,1389
607,607,51,1338
608,608,60,1287
609,609,62,1227
610,610,46,1165
611,611,53,1119
612,612,50,1066
613,613,62,1016
614,614,43,954
615,615,35,911
616,616,54,876
617,617,36,822
618,618,42,786
619,619,35,744
620,620,39,709
621,621,34,670
622,622,34,636
623,623,30,602
624,624,25,572
625,625,37,547
626,626,20,510
627,627,23,490
628,628,21,467
629,629,18,446
630,630,19,428
631,631,16,409
632,632,19,393
633,633,27,374
634,634,29,347
635,635,21,318
636,636,23,297
637,637,18,274
638,638,20,256
639,639,15,236
640,640,20,221
641,641,17,201
642,642,14,184
643,643,11,170
644,644,14,159
645,645,13,145
646,646,12,132
647,647,8,120
648,648,12,112
649,649,10,100
650,650,7,90
651,651,6,83
652,652,12,77
653,653,5,65
654,654,5,60
655,655,5,55
656,656-750,50,50
657,656-750,50,50
658,656-750,50,50
659,656-750,50,50
660,656-750,50,50
661,656-750,50,50
662,656-750,50,50
663,656-750,50,50
664,656-750,50,50
665,656-750,50,50
666,656-750,50,50
667,656-750,50,50
668,656-750,50,50
669,656-750,50,50
670,656-750,50,50
671,656-750,50,50
672,656-750,50,50
673,656-750,50,50
674,656-750,50,50
675,656-750,50,50
676,656-750,50,50
677,656-750,50,50
678,656-750,50,50
679,656-750,50,50
680,656-750,50,50
681,656-750,50,50
682,656-750,50,50
683,656-750,50,50
684,656-750,50,50
685,656-750,50,50
686,656-750,50,50
687,656-750,50,50
688,656-750,50,50
689,656-750,50,50
690,656-750,50,50
691,656-750,50,50
692,656-750,50,50
693,656-750,50,50
694,656-750,50,50
695,656-750,50,50
696,656-750,50,50
697,656-750,50,50
698,656-750,50,50
699,656-750,50,50
700,656-750,50,50
701,656-750,50,50
702,656-750,50,50
703,656-750,50,50
704,656-750,50,50
705,656-750,50,50
706,656-750,50,50
707,656-750,50,50
708,656-750,50,50
709,656-750,50,50
710,656-750,50,50
711,656-750,50,50
712,656-750,50,50
713,656-750,50,50
714,656-750,50,50
715,656-750,50,50
716,656-750,50,50
717,656-750,50,50
718,656-750,50,50
719,656-750,50,50
720,656-750,50,50
721,656-750,50,50
722,656-750,50,50
723,656-750,50,50
724,656-750,50,50
725,656-750,50,50
726,656-750,50,50
727,656-750,50,50
728,656-750,50,50
729,656-750,50,50
730,656-750,50,50
731,656-750,50,50
732,656-750,50,50
733,656-750,50,50
734,656-750,50,50
735,656-750,50,50
736,656-750,50,50
737,656-750,50,50
738,656-750,50,50
739,656-750,50,50
740,656-750,50,50
741,656-750,50,50
742,656-750,50,50
743,656-750,50,50
744,656-750,50,50
745,656-750,50,50
746,656-750,50,50
747,656-750,50,50
748,656-750,50,50
749,656-750,50,50
750,656-750,50,50
